,Common name/Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type (predef. / other),Remarks,Actions,Cat.nr.
,Olivaceous Woodcreeper(Sittasomus griseicapillus sylviellus),0:29,Franco Vushurovich,2022-12-07,07:04,Argentina,Parque Nacional Iguazu: Sendero Macuco,190,call,Corte de una grabación de dos minutos realizando este monótono llamado.Cut from a two-minute recording making this monotonous call.[sono]
